Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R1WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.1pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R2BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.2pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R2CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.2pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R2DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.2pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R2WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.2pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R3BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.3pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R3CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.3pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R3DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.3pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R3WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.3pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R4BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.4pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R4CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.4pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R4DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.4pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R4WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.4pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R5BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.5pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R5CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.5pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R5DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.5pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R5WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.5pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R6BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.6pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R6CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.6pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R6DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.6pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R6WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.6pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R7BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.7pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R7CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.7pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R7DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.7pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R7WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.7pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R8BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.8pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R8CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.8pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R8DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.8pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R8WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.8pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R9BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.9pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R9CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.9pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R9DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.9pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R9WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.9pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R0BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.0pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R0CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.0pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R0DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.0pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R0WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.0pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R1BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.1pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R1CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.1pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R1DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.1pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R1WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.1pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R2BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.2pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R2CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.2pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R2DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.2pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R2WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.2pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R3BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.3pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R3CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.3pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R3DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.3pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R3WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.3pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R4BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.4pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R4CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.4pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R4DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.4pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R4WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.4pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R5BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.5pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R5CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.5pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R5DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.5pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R5WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.5pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R6BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.6pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R6CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.6pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R6DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.6pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R6WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.6pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R7BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.7pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R7CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.7pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R7DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.7pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R7WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.7pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R8BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.8pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R8CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.8pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R8DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.8pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R8WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.8pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R9BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.9pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R9CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.9pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R9DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.9pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H9R9WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.9pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR10BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.10pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR10WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.10pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR20BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.20pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR20WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.20pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR30BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.30pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR30WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.30pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR40BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.40pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR40WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.40pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR50BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.50pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR50WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.50pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR60BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.60pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR60WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.60pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR70BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.70pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR70WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.70pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR80BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.80pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR80WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.80pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR90BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.90pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR90WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.90pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H100FB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,10pF,±1%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H100RB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,10pF,±2.5%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H110FB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,11pF,±1%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H120FB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,12pF,±1%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H130FB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,13pF,±1%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H140FB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,14pF,±1%,
